,carid,pushDate,pushPrice,updatePriceTimeJson,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,fday
1369,6713,2021-11-04,15.0,{'2021-11-04': 15.0},2021-11-04,4,497,2196,4.88,9,19,1,0,5,2015-05-01,2015-11-06,779411.0,3.0,2014.0,1.6,3,1,29.6,1.0,5,2,,4,1,,2.0,5.0,2.0,1+2,4107*1789*1570,201408.0,1,,15.0,0
196,14728,2021-10-29,50.5,"{'2021-10-29': 50.5, '2021-11-04': '49.8'}",2021-11-04,2,161,210,4.24,1,1,1,0,7,2018-07-01,2018-08-23,779415.0,2.0,2018.0,3.5,3,1,49.98,1.0,11,2,117.0,2,1,,1.0,5.0,,1+2,5010*1885*1890,201711.0,1,,49.8,6
500,24789,2021-11-04,3.2,{'2021-11-04': 3.2},2021-11-04,8,101,5181,14.69,5,10,2,1,5,2010-09-01,2010-09-10,779412.0,2.0,2011.0,1.8,23,1,22.68,1.0,6,2,,8,2,2017-07-04,2.0,4.0,3.0,1+2,4765*1820*1472,201004.0,1,,3.2,0
590,27648,2021-10-12,28.8,"{'2021-10-12': 28.8, '2021-11-05': '30.3'}",2021-11-05,27,481,5682,1.01,1,1,4,0,5,2019-07-01,2019-09-09,779411.0,2.0,2020.0,2.0,19,2,41.78,1.0,3,2,301.0,50,1,,2.0,5.0,,1+2,4371*1904*1649,201907.0,1,,30.3,24
977,35085,2021-11-05,3.99,{'2021-11-05': 3.99},2021-11-05,7,113,6813,9.47,6,19,2,0,5,2010-03-01,2010-09-02,779415.0,2.0,2009.0,2.0,11,1,16.08,1.0,2,2,7.0,7,2,,1.0,4.0,3.0,1,4665*1700*1510,200904.0,1,,3.99,0
1381,36193,2021-11-05,37.8,{'2021-11-05': 37.8},2021-11-05,20,179,7001,5.72,2,1,2,1,5,2010-05-01,2010-12-07,779412.0,3.0,2010.0,3.5,15,1,144.8,1.0,16,2,,48,2,2021-07-15,1.0,4.0,3.0,3+2,5230*1871*1485,201002.0,1,,37.8,0
1045,21789,2021-07-25,48.8,"{'2021-07-25': 48.8, '2021-08-30': '48', '2021-11-05': '45.8'}",2021-11-05,2,161,4756,14.29,9,1,2,0,7,2014-02-01,2014-05-12,779415.0,2.0,2014.0,4.0,21,1,67.6,1.0,11,2,322.0,2,1,,1.0,5.0,2.0,3+2,4780*1885*1880,201312.0,1,,45.8,103
1383,69010,2021-10-27,13.5,"{'2021-10-27': 13.5, '2021-11-05': '12.7'}",2021-11-05,45,125,11959,7.42,3,1,2,0,5,2009-11-01,2010-08-30,779415.0,3.0,2009.0,3.0,3,1,39.98,1.0,6,2,437.0,47,2,,1.0,4.0,3.0,3+2,4585*1800*1425,200811.0,1,,12.7,9
124,70056,2021-11-06,4.98,{'2021-11-06': 4.98},2021-11-06,52,1024,12091,6.24,2,14,1,1,5,2016-10-01,2016-12-16,779413.0,1.0,2017.0,2.0,23,1,14.18,1.0,3,2,213.0,57,1,2021-05-06,2.0,5.0,2.0,1,4744*1929*1647,201611.0,1,,4.98,0
616,67579,2021-10-26,10.9799,"{'2021-10-26': 10.9799, '2021-11-04': '10.68', '2021-11-06': '10.8'}",2021-11-06,15,126,159,7.62,2,14,1,0,7,2017-04-01,2017-05-02,779413.0,1.0,2017.0,2.0,3,1,18.28,1.0,3,2,97.0,17,1,,2.0,5.0,2.0,1+2,4810*1910*1770,201610.0,1,,10.8,11
584,32394,2021-11-06,5.98,{'2021-11-06': 5.98},2021-11-06,44,170,6454,9.21,1,14,2,0,5,2013-01-01,2013-05-20,779416.0,3.0,2013.0,2.0,5,1,23.99,1.0,5,2,,55,1,,1.0,5.0,2.0,1,4448*1812*1663,201210.0,1,,5.98,0
1886,31106,2021-11-06,15.0,{'2021-11-06': 15.0},2021-11-06,11,15,6187,9.02,2,24,2,0,5,2012-06-01,2012-12-06,779412.0,2.0,2012.0,2.5,2,1,43.28,1.0,8,2,,12,2,,1.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201203.0,1,,15.0,0
136,21906,2021-11-06,8.9,{'2021-11-06': 8.9},2021-11-06,8,14,4773,4.35,1,1,1,0,5,2017-05-01,2017-08-28,779412.0,2.0,2017.0,1.4,16,1,16.08,1.0,2,2,,8,2,,2.0,4.0,3.0,1+2,4655*1780*1453,201609.0,1,,8.9,0
221,12039,2021-11-06,13.3,{'2021-11-06': 13.3},2021-11-06,18,136,595,6.15,1,1,1,0,5,2015-07-01,2015-12-11,779412.0,2.0,2015.0,2.0,13,1,28.5,,5,2,34.0,23,1,,2.0,5.0,2.0,1+2,4484*1798*1577,201506.0,2,,13.3,0
1691,22480,2021-11-06,23.5,{'2021-11-06': 23.5},2021-11-06,20,95,4858,8.3,1,1,1,1,5,2016-01-01,2016-05-25,779412.0,2.0,2015.0,2.0,15,1,49.8,1.0,8,2,,21,2,2018-07-20,2.0,4.0,3.0,3+2,5024*1854*1477,201506.0,1,,23.5,0
1921,49236,2021-10-18,3.68,"{'2021-10-18': 3.68, '2021-11-06': '3.6'}",2021-11-06,22,855,9019,6.09,1,19,2,0,5,2014-06-01,2014-07-28,779413.0,1.0,2014.0,1.5,3,1,10.97,1.0,2,2,,22,3,,2.0,5.0,2.0,1,4363*1800*1492,201311.0,2,,3.6,19
1293,36946,2021-11-07,13.5,{'2021-11-07': 13.5},2021-11-07,8,83,7111,6.41,3,15,1,0,5,2016-02-01,2016-08-02,779412.0,2.0,2016.0,2.0,23,1,28.38,1.0,6,2,,8,2,,2.0,4.0,3.0,1+2,4812*1855*1417,201510.0,1,,13.5,0
583,53874,2021-11-07,8.68,{'2021-11-07': 8.68},2021-11-07,7,113,9769,4.91,2,1,4,0,5,2020-11-01,2020-12-10,,,2021.0,1.6,11,1,10.86,1.0,2,2,89.0,7,2,,,,,1,4631*1760*1503,202007.0,1,,8.68,0
1688,42504,2021-11-07,15.58,{'2021-11-07': 15.58},2021-11-07,20,572,8007,3.9,5,19,1,1,9,2013-07-01,2013-09-24,779412.0,2.0,2011.0,2.5,21,1,33.9,1.0,10,2,395.0,69,6,2020-04-23,1.0,4.0,2.0,1+2,5223*1901*1872,201104.0,1,,15.58,0
70,66522,2021-11-07,39.6,{'2021-11-07': 39.6},2021-11-07,20,95,11611,2.95,2,1,1,1,5,2016-11-01,2017-10-24,779412.0,2.0,2017.0,3.0,19,1,62.98,1.0,8,2,568.0,21,2,2021-10-01,5.0,4.0,3.0,3+2,5065*1860*1482,201611.0,1,,39.6,0
546,31254,2021-11-07,11.58,{'2021-11-07': 11.58},2021-11-07,18,819,6225,3.82,5,58,1,1,5,2017-07-01,2017-11-06,779412.0,2.0,2017.0,1.5,3,1,20.48,1.0,2,2,345.0,23,2,2021-06-18,2.0,4.0,2.0,1+2,4456*1803*1446,201702.0,2,,11.58,0
531,70341,2021-11-07,3.0,{'2021-11-07': 3.0},2021-11-07,8,16,1336,11.73,5,1,2,0,5,2010-06-01,2010-07-09,779412.0,2.0,2011.0,1.6,3,1,13.08,1.0,2,2,,8,2,,1.0,4.0,3.0,1,4540*1775*1467,201005.0,2,,3.0,0
684,69721,2021-11-07,9.88,{'2021-11-07': 9.88},2021-11-07,11,15,12042,8.36,2,14,2,0,5,2012-04-01,2012-05-07,779412.0,2.0,2011.0,2.0,20,1,38.99,1.0,8,2,,12,2,,2.0,4.0,3.0,1+2,5035*1855*1485,201101.0,1,,9.88,0
98,54953,2021-11-07,4.5,{'2021-11-07': 4.5},2021-11-07,6,216,328,3.29,6,1,1,0,5,2018-11-01,2019-06-06,779413.0,1.0,2018.0,1.5,17,1,6.89,1.0,2,2,,6,2,,1.0,4.0,,1,4599*1747*1482,201711.0,1,,4.5,0
1198,17833,2021-11-08,14.2,{'2021-11-08': 14.2},2021-11-08,8,39,4031,1.85,6,1,1,0,5,2015-05-01,2015-07-01,779412.0,2.0,2015.0,2.0,3,1,31.58,,5,2,,10,1,,2.0,5.0,2.0,1+2,4506*1809*1685,201407.0,1,,14.2,0
814,39579,2021-11-08,7.8,{'2021-11-08': 7.8},2021-11-08,26,1048,7508,5.36,5,19,1,0,5,2018-04-01,2018-07-17,779413.0,1.0,2017.0,1.0,18,2,20.18,1.0,2,2,,22,2,,2.0,4.0,3.0,1+2,4671*1835*1460,201704.0,1,,7.8,0
1923,9385,2021-09-18,12.0,"{'2021-09-18': 12.0, '2021-11-08': '9.18'}",2021-11-08,30,347,2701,13.83,5,1,2,1,5,2013-03-01,2013-06-09,779418.0,2.0,2013.0,2.0,23,1,47.49,1.0,3,2,,68,1,2021-08-30,2.0,5.0,2.0,1+2,4627*1891*1713,201209.0,2,,9.18,51
242,28841,2021-11-08,145.88,{'2021-11-08': 145.88},2021-11-08,27,573,5860,2.82,2,1,4,0,5,2019-08-01,2019-11-11,779411.0,3.0,2020.0,3.0,13,1,157.3,1.0,11,2,628.0,29,1,,6.0,5.0,,3+2,5200*2073*1868,201912.0,1,,145.88,0
1634,64034,2021-11-08,6.8,{'2021-11-08': 6.8},2021-11-08,5,296,11235,10.77,2,19,1,0,5,2017-11-01,2017-12-18,779416.0,2.0,2018.0,1.5,16,1,16.29,1.0,2,2,58.0,5,2,,2.0,4.0,3.0,1+2,4718*1802*1471,201710.0,1,,6.8,0
1566,17577,2021-11-09,6.58,{'2021-11-09': 6.58},2021-11-09,5,159,3983,4.87,6,14,4,0,5,2020-12-01,2021-01-11,,,2021.0,1.5,3,1,12.59,1.0,2,2,1.0,5,2,,,,,1,4609*1798*1464,202009.0,2,,6.58,0
493,71299,2021-11-09,14.28,{'2021-11-09': 14.28},2021-11-09,16,23,12288,3.94,1,31,4,0,5,2019-09-01,2020-03-05,779415.0,2.0,2020.0,2.5,3,1,19.98,1.0,6,2,315.0,27,2,,1.0,4.0,,1+2,4870*1840*1451,201908.0,1,,14.28,0
1477,50381,2021-11-09,13.18,{'2021-11-09': 13.18},2021-11-09,5,31,9230,9.43,6,14,1,0,7,2015-09-01,2015-12-01,779416.0,2.0,2014.0,2.4,3,1,28.99,1.0,10,2,,5,6,,1.0,5.0,2.0,1,5266*1878*1772,201404.0,2,,13.18,0
1347,2707,2021-11-08,2.2,"{'2021-11-08': 2.2, '2021-11-09': '1.8'}",2021-11-09,12,71,1558,15.14,4,17,3,0,5,2006-09-01,2006-12-12,779415.0,2.0,2006.0,1.8,22,1,17.78,1.0,2,2,169.0,13,2,,1.0,4.0,3.0,1+2,4500*1755*1450,,2,,1.8,1
527,12562,2021-11-09,10.8,{'2021-11-09': 10.8},2021-11-09,3,518,3200,5.19,1,19,1,0,5,2018-03-01,2018-08-29,779416.0,2.0,2018.0,2.0,25,2,28.08,1.0,6,2,,3,2,,1.0,4.0,,1+2,4873*1852*1470,201803.0,1,,10.8,0
1911,3734,2021-11-09,7.6,{'2021-11-09': 7.6},2021-11-09,8,14,1708,7.03,5,5,1,0,5,2016-06-01,2016-08-11,779412.0,2.0,2015.0,1.4,16,1,16.08,1.0,2,2,,8,2,,2.0,4.0,3.0,1+2,4655*1780*1453,201503.0,2,,7.6,0
651,54090,2021-11-09,6.38,{'2021-11-09': 6.38},2021-11-09,8,11,1269,9.84,2,1,2,0,5,2012-08-01,2012-09-14,779412.0,2.0,2011.0,1.8,16,1,23.98,1.0,6,1,,10,2,,2.0,4.0,3.0,1+2,4870*1834*1472,201104.0,1,,6.38,0
105,59066,2021-10-20,5.98,"{'2021-10-20': 5.98, '2021-11-09': '5.68'}",2021-11-09,52,1024,10485,7.76,2,1,1,2,5,2016-11-01,2017-01-11,779413.0,1.0,2017.0,2.0,23,1,15.18,1.0,3,2,213.0,57,1,2021-10-11,2.0,5.0,2.0,1,4744*1929*1647,201611.0,1,,5.68,20
1657,15940,2021-11-04,7.58,"{'2021-11-04': 7.58, '2021-11-10': '7.28'}",2021-11-10,2,2,3714,7.52,5,17,1,1,5,2017-06-01,2017-08-15,779415.0,2.0,2017.0,1.2,2,1,11.78,1.0,2,2,2.0,2,2,2018-03-12,2.0,4.0,3.0,1+2,4620*1775*1480,201704.0,1,2044-11-03,7.28,6
1861,39118,2021-11-10,20.28,{'2021-11-10': 20.28},2021-11-10,44,319,7451,11.32,2,35,1,1,5,2014-11-01,2015-06-24,779416.0,3.0,2015.0,3.0,13,3,59.99,1.0,11,2,,55,1,2021-01-13,2.0,5.0,2.0,3+2,4828*1943*1802,201504.0,1,,20.28,0
1606,7625,2021-11-03,2.65,"{'2021-11-03': 2.65, '2021-11-10': '2.2'}",2021-11-10,25,308,2389,7.0,4,1,1,1,5,2015-06-01,2015-07-13,779413.0,1.0,2015.0,1.4,1,1,5.69,1.0,7,2,,28,3,2020-08-22,1.0,5.0,2.0,1,3730*1650*1530,201506.0,1,,2.2,7
1078,62124,2021-11-10,18.0,{'2021-11-10': 18.0},2021-11-10,5,375,10951,4.45,5,1,1,0,7,2014-03-01,2015-05-22,779416.0,3.0,2014.0,3.6,3,1,64.9,1.0,11,1,297.0,99,1,,1.0,5.0,2.0,3+2,5113*2007*1842,201404.0,1,,18.0,0
1493,48354,2021-11-01,12.5,"{'2021-11-01': 12.5, '2021-11-03': '11.98', '2021-11-10': '11.38'}",2021-11-10,12,71,8915,4.55,1,17,1,0,5,2017-07-01,2017-08-23,779415.0,2.0,2016.0,1.5,11,1,15.59,1.0,2,2,57.0,13,2,,2.0,4.0,3.0,1+2,4649*1800*1416,201604.0,1,2047-11-01,11.38,9
1515,45181,2021-09-24,14.8,"{'2021-09-24': 14.8, '2021-10-05': '14.3', '2021-10-17': '13.8', '2021-11-10': '13.5'}",2021-11-10,40,853,8413,11.91,1,1,2,0,5,2014-07-01,2015-08-10,779416.0,3.0,2014.0,3.0,13,1,39.99,1.0,8,2,,137,2,,1.0,4.0,3.0,3+2,5066*1902*1488,201404.0,1,,13.5,47
1776,53675,2021-10-22,4.5,"{'2021-10-22': 4.5, '2021-11-10': '4.4'}",2021-11-10,16,457,9748,9.89,4,1,2,1,5,2011-03-01,2011-04-26,779415.0,2.0,2011.0,2.0,21,1,17.98,1.0,6,2,242.0,18,2,2021-10-19,1.0,4.0,3.0,1+2,4755*1795*1440,201101.0,1,,4.4,19
492,29420,2021-10-18,82.98,"{'2021-10-18': 82.98, '2021-10-31': '82.58', '2021-11-06': '81.98', '2021-11-10': '79.98'}",2021-11-10,27,573,5959,5.4,2,1,1,1,5,2015-07-01,2015-11-10,779411.0,3.0,2015.0,3.0,13,1,155.8,1.0,11,2,451.0,29,1,2017-10-27,4.0,5.0,2.0,3+2,4999*1983*1867,201501.0,2,,79.98,23
210,50894,2021-11-10,3.69,{'2021-11-10': 3.69},2021-11-10,2,349,9325,7.49,1,16,2,0,5,2014-11-01,2014-11-19,779415.0,2.0,2014.0,1.3,6,1,7.48,1.0,4,2,695.0,24,3,,1.0,5.0,2.0,1,4115*1700*1485,201311.0,2,,3.69,0
1535,49335,2021-11-08,13.5,"{'2021-11-08': 13.5, '2021-11-10': '13.3'}",2021-11-10,11,238,9039,14.43,1,1,2,0,5,2013-02-01,2013-04-18,779412.0,2.0,2012.0,2.0,13,1,42.76,1.0,3,2,,12,1,,2.0,5.0,2.0,1+2,4629*1880*1653,201111.0,1,,13.3,2
1429,4334,2021-11-10,25.68,{'2021-11-10': 25.68},2021-11-10,27,379,1809,21.92,1,19,2,0,5,2013-02-01,2013-07-16,779411.0,3.0,2012.0,3.0,3,3,95.2,1.0,11,2,,29,1,,2.0,5.0,2.0,3+2,4783*2158*1784,201112.0,1,,25.68,0
1636,2204,2021-11-08,18.68,"{'2021-11-08': 18.68, '2021-11-11': '19.68'}",2021-11-11,3,3,1458,6.41,6,1,1,0,7,2018-03-01,2018-05-15,779416.0,2.0,2018.0,2.0,3,1,34.98,1.0,3,2,3.0,3,1,,2.0,5.0,2.0,3+2,4878*1925*1770,201710.0,1,2028-06-08,19.68,3
1314,11767,2021-11-11,45.98,{'2021-11-11': 45.98},2021-11-11,11,359,3076,5.51,2,1,1,0,5,2016-02-01,2016-04-25,779412.0,3.0,2016.0,3.0,13,1,102.2,1.0,16,2,,39,2,,4.0,4.0,3.0,3+2,5268*1949*1471,201602.0,1,,45.98,0
302,18880,2021-11-07,15.9,"{'2021-11-07': 15.9, '2021-11-08': '15.8', '2021-11-11': '15.7'}",2021-11-11,8,48,53,1.01,5,1,4,1,5,2020-11-01,2021-03-11,779412.0,2.0,2020.0,2.0,7,1,22.09,1.0,3,2,37.0,8,1,2021-10-28,2.0,5.0,,1+2,4589*1860*1660,202005.0,1,,15.7,4
55,62519,2021-11-11,4.2,{'2021-11-11': 4.2},2021-11-11,18,33,11018,14.16,5,14,3,1,5,2008-03-01,2008-06-27,779412.0,2.0,2007.0,2.0,3,1,39.1,1.0,6,2,25.0,23,2,2017-08-11,1.0,4.0,3.0,1+2,4520*1817*1421,,1,,4.2,0
1568,50570,2021-10-22,17.3,"{'2021-10-22': 17.3, '2021-11-11': '17'}",2021-11-11,3,3,9244,4.14,2,17,1,0,7,2018-06-01,2018-08-22,779416.0,2.0,2018.0,2.0,3,1,26.98,1.0,3,2,3.0,3,1,,2.0,5.0,2.0,1+2,4878*1925*1770,201710.0,1,,17.0,20
1056,55928,2021-11-11,16.8,{'2021-11-11': 16.8},2021-11-11,18,289,10097,9.4,2,1,2,0,5,2012-12-01,2013-03-29,,,2013.0,2.0,13,1,49.9,1.0,3,2,34.0,20,1,,,,,1+2,4642*1881*1686,201212.0,1,,16.8,0
1706,69886,2021-11-11,8.65,{'2021-11-11': 8.65},2021-11-11,12,92,1028,8.57,2,9,2,0,5,2013-05-01,2013-06-19,779415.0,2.0,2013.0,2.0,22,1,20.28,1.0,6,2,155.0,16,2,,1.0,4.0,3.0,1+2,4960*1860*1480,201209.0,2,2031-11-11,8.65,0
685,7504,2021-11-11,6.28,{'2021-11-11': 6.28},2021-11-11,33,120,149,6.26,1,19,1,0,5,2016-08-01,2016-09-02,779414.0,2.0,2016.0,1.6,3,1,16.17,1.0,2,2,,35,2,,2.0,4.0,3.0,1+2,4750*1820*1488,201604.0,2,,6.28,0
1437,67707,2021-10-27,2.85,"{'2021-10-27': 2.85, '2021-10-28': '2.6', '2021-11-11': '2.4'}",2021-11-11,32,199,11778,11.03,4,1,2,0,5,2008-08-01,2009-09-22,779415.0,2.0,2009.0,1.6,4,1,11.88,1.0,2,2,152.0,34,3,,1.0,5.0,2.0,1,4135*1755*1605,200903.0,2,,2.4,15
799,1930,2021-10-20,11.98,"{'2021-10-20': 11.98, '2021-10-30': '11.5', '2021-11-12': '10.95'}",2021-11-12,2,34,608,16.58,5,1,2,2,7,2009-09-01,2009-11-09,779415.0,2.0,2009.0,3.5,21,1,37.98,1.0,3,2,239.0,24,1,2020-06-11,1.0,5.0,2.0,1+2,4785*1910*1760,200905.0,1,,10.95,23
752,36166,2021-11-12,6.48,{'2021-11-12': 6.48},2021-11-12,12,21,6979,9.59,1,5,1,1,5,2018-01-01,2018-03-02,779415.0,2.0,2018.0,1.5,11,1,9.38,1.0,4,2,187.0,16,3,2021-09-03,1.0,5.0,,1,4100*1695*1525,201801.0,1,,6.48,0
247,64868,2021-11-12,11.58,{'2021-11-12': 11.58},2021-11-12,15,126,775,10.99,2,14,1,0,7,2017-06-01,2017-08-17,779413.0,1.0,2017.0,2.0,3,1,19.98,1.0,3,2,97.0,17,1,,2.0,5.0,2.0,1+2,4810*1910*1770,201610.0,1,,11.58,0
511,5608,2021-11-12,47.58,{'2021-11-12': 47.58},2021-11-12,20,632,2025,2.95,1,1,1,0,5,2016-01-01,2016-03-29,779412.0,3.0,2016.0,3.0,15,1,77.8,,11,2,492.0,48,1,,5.0,5.0,2.0,"1+2,4+2",4813*1951*1796,201603.0,2,,47.58,0
88,53968,2021-11-12,11.22,{'2021-11-12': 11.22},2021-11-12,45,631,9785,23.89,5,24,3,0,5,2007-02-01,2007-04-27,779415.0,3.0,2005.0,4.3,3,1,94.4,1.0,8,2,965.0,47,2,,1.0,4.0,3.0,3+2,4850*1820*1430,,1,,11.22,0
287,62059,2021-11-12,4.9,{'2021-11-12': 4.9},2021-11-12,57,226,10930,2.55,1,20,1,0,5,2017-01-01,2017-02-06,779413.0,1.0,2017.0,1.6,5,1,9.89,1.0,5,2,175.0,63,1,,1.0,5.0,2.0,1,4515*1812*1725,201612.0,1,,4.9,0
880,12457,2021-10-19,52.8,"{'2021-10-19': 52.8, '2021-10-28': '51.5', '2021-11-12': '49.8'}",2021-11-12,2,161,3195,9.92,1,1,1,0,7,2015-11-01,2016-01-04,779415.0,2.0,2016.0,3.5,3,1,62.53,1.0,11,2,117.0,2,1,,1.0,5.0,2.0,3+2,4780*1885*1880,201509.0,1,2021-10-18,49.8,24
693,38758,2021-11-13,5.5,{'2021-11-13': 5.5},2021-11-13,33,104,7368,4.87,1,1,1,2,5,2016-06-01,2016-08-18,779414.0,2.0,2016.0,1.6,3,1,18.87,1.0,5,2,356.0,35,1,2021-04-29,2.0,5.0,2.0,1+2,4428*1840*1652,201411.0,1,,5.5,0
1021,46143,2021-11-13,12.88,{'2021-11-13': 12.88},2021-11-13,30,347,8564,5.59,6,19,2,0,5,2013-07-01,2013-11-22,779418.0,2.0,2014.0,2.0,23,1,46.99,1.0,3,2,,68,1,,2.0,5.0,2.0,1+2,4644*1891*1713,201308.0,1,,12.88,0
640,40946,2021-11-13,15.7,{'2021-11-13': 15.7},2021-11-13,11,896,7757,0.74,1,19,4,0,5,2020-07-01,2020-11-02,779412.0,2.0,2020.0,1.4,16,1,21.88,1.0,1,2,165.0,12,1,,2.0,5.0,,1+2,4236*1785*1548,202002.0,2,,15.7,0
795,25465,2021-11-10,6.3,"{'2021-11-10': 6.3, '2021-11-13': '6.2'}",2021-11-13,33,302,1063,5.36,1,17,2,0,5,2014-03-01,2014-04-18,779414.0,2.0,2013.0,2.0,3,1,18.17,1.0,6,2,,35,2,,1.0,4.0,3.0,1+2,4826*1855*1465,201307.0,1,,6.2,3
1243,70557,2021-11-08,1.68,"{'2021-11-08': 1.68, '2021-11-12': '1.48', '2021-11-13': '1.38'}",2021-11-13,17,213,1361,4.68,2,19,2,0,5,2015-04-01,2015-05-26,779413.0,1.0,2015.0,1.5,6,1,5.59,1.0,2,2,111.0,19,2,,1.0,4.0,3.0,1,4605*1705*1490,201502.0,2,,1.38,5
767,43865,2021-11-01,24.0,"{'2021-11-01': 24.0, '2021-11-13': '24.5'}",2021-11-13,12,224,1006,4.22,2,14,1,0,7,2018-07-01,2018-08-16,779415.0,2.0,2016.0,2.4,11,1,30.98,1.0,12,2,330.0,13,6,,1.0,5.0,2.0,1+2,4940*1845*1710,201601.0,2,,24.5,12
1322,57543,2021-10-27,37.8,"{'2021-10-27': 37.8, '2021-11-05': '37.3', '2021-11-11': '36.98', '2021-11-13': '36.7'}",2021-11-13,20,95,911,1.95,2,1,1,1,5,2019-04-01,2019-07-10,779412.0,2.0,2019.0,1.5,19,2,42.58,1.0,8,2,307.0,21,2,2021-08-30,2.0,4.0,,"1+2,4+2",5065*1860*1484,201903.0,1,,36.7,17
1934,67623,2021-11-13,7.98,{'2021-11-13': 7.98},2021-11-13,13,66,1211,3.9,1,19,1,0,5,2017-12-01,2018-01-26,779416.0,2.0,2018.0,1.5,3,1,17.99,1.0,6,2,,14,2,,2.0,4.0,3.0,1+2,4855*1854*1476,201710.0,1,,7.98,0
1454,18069,2021-11-13,7.2,{'2021-11-13': 7.2},2021-11-13,7,113,271,3.73,5,5,1,0,5,2016-05-01,2016-06-13,779415.0,2.0,2016.0,1.6,11,1,13.98,1.0,2,2,89.0,7,2,,1.0,4.0,3.0,1,4631*1760*1503,201603.0,2,,7.2,0
1649,68755,2021-10-27,17.8,"{'2021-10-27': 17.8, '2021-11-07': '16.98', '2021-11-14': '16.8'}",2021-11-14,18,33,272,7.55,1,14,1,0,5,2015-05-01,2015-07-16,779412.0,2.0,2015.0,2.0,13,1,34.98,1.0,6,2,34.0,23,2,,2.0,4.0,3.0,1+2,4734*1811*1453,201502.0,1,,16.8,18
7,38771,2021-11-14,19.5,{'2021-11-14': 19.5},2021-11-14,8,11,7386,1.19,2,1,4,0,5,2020-12-01,2021-04-16,,,2021.0,2.0,7,1,23.79,1.0,6,2,37.0,10,2,,,,,1+2,4933*1836*1469,202102.0,1,,19.5,0
352,63918,2021-11-14,5.0,{'2021-11-14': 5.0},2021-11-14,5,67,945,7.53,2,19,1,0,5,2013-02-01,2013-07-23,779416.0,2.0,2012.0,2.0,3,1,20.39,1.0,6,2,53.0,5,2,,1.0,4.0,3.0,1+2,4830*1856*1484,201202.0,1,,5.0,0
197,73940,2021-11-14,1.8,{'2021-11-14': 1.8},2021-11-14,10,596,12703,7.02,6,20,2,2,5,2013-04-01,2013-06-18,779413.0,1.0,2014.0,1.8,11,1,7.68,1.0,2,2,470.0,11,2,2021-09-07,1.0,4.0,3.0,1,4580*1760*1483,201308.0,1,,1.8,0
673,69790,2021-11-14,9.88,{'2021-11-14': 9.88},2021-11-14,16,487,12053,1.52,5,1,1,0,5,2017-07-01,2017-08-16,779415.0,2.0,2017.0,2.0,3,1,15.99,1.0,2,2,28.0,27,3,,1.0,5.0,3.0,1+2,4469*1795*1474,201702.0,2,,9.88,0
457,54565,2021-11-14,35.8,{'2021-11-14': 35.8},2021-11-14,20,118,9889,5.55,2,24,4,0,5,2020-04-01,2020-05-21,779412.0,2.0,2020.0,2.0,19,1,44.98,1.0,3,2,126.0,21,1,,2.0,5.0,,3+2,4764*1898*1642,202003.0,1,,35.8,0
504,49306,2021-11-14,9.8,{'2021-11-14': 9.8},2021-11-14,33,75,91,6.92,6,7,1,1,5,2017-02-01,2017-05-08,779414.0,2.0,2017.0,1.6,3,1,20.87,1.0,5,2,60.0,35,1,2021-04-20,2.0,5.0,2.0,1+2,4510*1850*1662,201611.0,1,,9.8,0
442,7984,2021-11-14,23.6,{'2021-11-14': 23.6},2021-11-14,11,15,2463,4.56,2,1,1,0,5,2016-02-01,2016-03-03,779412.0,2.0,2016.0,1.8,7,1,41.53,1.0,8,2,,12,2,,2.0,4.0,3.0,"1+2,4+2",5036*1874*1466,201601.0,1,,23.6,0
1546,59113,2021-10-25,8.5,"{'2021-10-25': 8.5, '2021-11-04': '8', '2021-11-15': '7.8'}",2021-11-15,13,310,10493,11.2,6,1,1,1,7,2016-01-01,2016-03-31,779416.0,2.0,2015.0,2.4,3,1,20.99,1.0,3,2,567.0,14,1,2019-06-10,1.0,5.0,2.0,1+2,4690*1868*1756,201506.0,1,,7.8,21
43,69589,2021-10-21,16.8,"{'2021-10-21': 16.8, '2021-11-04': '15.8', '2021-11-11': '15.98', '2021-11-15': '16.25'}",2021-11-15,20,209,12028,5.13,1,1,1,0,5,2015-09-01,2015-12-18,779412.0,2.0,2015.0,2.0,7,1,39.8,1.0,5,2,291.0,21,1,,2.0,5.0,2.0,1+2,4452*1804*1535,201504.0,1,,16.25,25
1736,61923,2021-11-15,3.8,{'2021-11-15': 3.8},2021-11-15,7,182,10897,9.23,6,1,2,0,5,2012-03-01,2012-04-25,779415.0,2.0,2011.0,1.5,11,1,9.28,1.0,2,2,140.0,7,2,,1.0,4.0,3.0,1,4426*1696*1517,201012.0,1,,3.8,0
