carid,pushDate,pushPrice,updatePriceTimeJson,pullDate,withdrawDate,展销时间,品牌 id,车系 id,车型 id,里程,车辆颜色,车辆所在城市 id,国标码,过户次数,载客人数,注册日期,上牌日期,国别,厂商类型,年款,排量,变速箱,燃油类型,新车价,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,target,成交周期
45728,2020-09-24,2.5,{},2020-11-11,2020-11-11,2020-09-24,3,194,8507,9.61,3,20,2.0,1,5,2010-06-01,2010-10-12,779416.0,2.0,2009.0,1.5,17.0,1,9.89,1.0,4,2,183.0,3,2,2020-09-24,1.0,4.0,3.0,1,4297*1722*1467,200903.0,2,,2.5,48.0
43186,2021-07-12,6.6,{},2021-07-12,2021-07-12,2021-07-12,54,583,8120,8.63,2,1,2.0,0,5,2010-06-01,2010-08-17,779415.0,3.0,2011.0,3.0,9.0,1,33.8,1.0,5,2,286.0,60,1,,,5.0,2.0,1+2,4665*1800*1735,201011.0,1,,6.6,0.0
25597,2020-08-31,33.88,{},2020-09-18,2020-09-18,2020-08-31,42,396,947,8.12,8,3,1.0,1,5,2014-11-01,2015-02-09,,,2014.0,2.0,31.0,1,55.8,1.0,3,2,,43,1,2020-06-24,,,,"1+2,4+2",4681*1923*1624,201404.0,2,,33.88,18.0
62992,2020-06-16,10.0,"{""2020-07-03"": ""9.5""}",2020-08-07,2020-08-07,2020-07-03,9,241,11099,0.36,1,4,4.0,0,5,2019-08-01,2019-10-09,,,2019.0,1.5,31.0,1,11.2,1.0,5,2,191.0,9,1,,,,,1+2,4590*1845*1700,201906.0,2,2070-06-16,9.5,52.0
22855,2020-04-28,7.8,"{""2020-05-21"": ""7.38""}",2020-10-25,2020-10-25,2020-05-21,16,487,4925,5.52,4,44,2.0,1,5,2016-12-01,2017-01-18,779415.0,2.0,2016.0,1.5,12.0,1,12.79,1.0,2,2,,27,2,2019-08-14,1.0,4.0,3.0,1+2,4582*1795*1458,201508.0,2,,7.38,180.0
62494,2020-08-05,13.98,"{""2020-08-07"": ""13.78"", ""2020-08-17"": ""12.9799"", ""2020-09-04"": ""12.88""}",2020-09-11,2020-09-11,2020-09-04,23,77,11017,5.22,1,7,1.0,0,7,2018-05-01,2018-07-19,779419.0,2.0,2017.0,2.0,3.0,1,23.98,1.0,3,2,,25,1,,2.0,5.0,2.0,1+2,4730*1880*1686,201609.0,2,,12.88,37.0
32267,2020-08-28,1.6,{},2020-10-25,2020-10-25,2020-08-28,6,452,6413,9.74,1,43,2.0,1,5,2010-01-01,2010-02-25,779413.0,1.0,2010.0,1.3,4.0,1,5.88,1.0,7,2,366.0,6,3,2019-09-07,1.0,5.0,2.0,1,3598*1630*1465,201008.0,1,,1.6,58.0
69178,2020-11-04,15.98,{},2020-11-16,2020-11-16,2020-11-04,5,67,11967,1.0,3,35,4.0,1,5,2019-11-01,2020-01-02,,,2019.0,2.0,19.0,1,21.88,1.0,6,2,,5,2,2020-11-04,,,,1+2,4909*1863*1461,201908.0,2,,15.98,12.0
1125,2021-07-21,5.8,{},2021-08-02,2021-08-02,2021-07-21,8,14,999,12.78,5,1,2.0,1,5,2013-01-01,2013-03-07,779412.0,2.0,2012.0,1.4,16.0,1,16.78,1.0,2,2,,8,2,2016-05-11,2.0,4.0,3.0,1+2,4644*1778*1482,201201.0,1,,5.8,12.0
63386,2020-04-12,20.5,"{""2020-04-13"": ""20.38""}",2020-04-17,2020-04-17,2020-04-13,66,256,11155,1.0,2,1,1.0,0,5,2019-02-01,2019-03-20,779416.0,2.0,2018.0,2.0,3.0,1,31.99,1.0,8,2,,75,2,,2.0,4.0,,3+2,5103*1852*1502,201711.0,2,,20.38,5.0
49159,2020-05-22,8.8,"{""2020-06-07"": ""8.7""}",2020-06-08,2020-06-08,2020-06-07,16,64,9002,9.91,1,1,1.0,0,5,2013-08-01,2013-09-10,779415.0,3.0,2013.0,2.0,3.0,1,20.78,,5,2,,27,1,,1.0,5.0,2.0,1+2,4555*1840*1710,201308.0,2,,8.7,17.0
63937,2020-12-09,8.8,{},2020-12-09,2020-12-09,2020-12-09,8,219,11234,1.51,2,13,4.0,0,5,2019-08-01,2019-11-08,,,2019.0,1.4,31.0,1,14.69,1.0,2,2,235.0,10,2,,,,,1+2,4670*1806*1474,201901.0,1,,8.8,0.0
14554,2021-04-25,9.0,{},2021-05-10,2021-05-10,2021-04-25,18,102,3521,5.01,5,1,2.0,0,5,2011-09-01,2012-05-23,779412.0,3.0,2010.0,2.0,3.0,1,37.5,1.0,6,2,25.0,20,2,,1.0,4.0,3.0,1+2,4531*1817*1421,201002.0,1,,9.0,15.0
9546,2021-01-13,9.38,{},2021-02-06,2021-02-06,2021-01-13,44,124,156,1.38,7,14,1.0,0,5,2019-05-01,2020-02-24,779416.0,2.0,2018.0,1.4,31.0,1,14.98,1.0,1,2,96.0,46,1,,2.0,5.0,,1+2,4245*1805*1695,201804.0,2,,9.38,24.0
32920,2020-12-08,9.4,"{""2020-12-24"": ""8.9799""}",2021-01-08,2021-01-08,2020-12-24,2,134,6538,6.84,5,17,1.0,1,5,2017-04-01,2017-04-27,779415.0,2.0,2016.0,1.8,25.0,2,14.18,1.0,2,2,231.0,24,2,2020-11-24,1.0,4.0,3.0,1+2,4630*1775*1485,201510.0,1,,8.9799,31.0
49524,2020-10-12,17.6,"{""2020-11-04"": ""16.5""}",2020-11-04,2020-11-04,2020-11-04,73,648,9075,1.4,2,3,4.0,0,5,2019-08-01,2019-09-04,,,2019.0,2.0,3.0,1,19.98,1.0,3,2,500.0,87,1,,,,,1+2,4760*1907*1700,201905.0,2,,16.5,23.0
38602,2020-08-14,7.38,"{""2020-08-19"": ""8.98""}",2020-08-19,2020-08-19,2020-08-19,89,886,7354,2.0,4,3,1.0,1,5,2016-02-01,2016-10-11,779414.0,3.0,2016.0,2.0,20.0,1,18.48,1.0,5,2,712.0,141,1,2020-07-25,1.0,5.0,2.0,1+2,4503*1836*1616,201603.0,1,,8.98,5.0
23266,2021-06-09,15.58,{},2021-06-11,2021-06-11,2021-06-09,8,944,4988,13.36,5,19,2.0,0,4,2010-10-01,2011-02-18,779412.0,3.0,2011.0,3.6,3.0,1,95.8,1.0,16,2,,58,2,,1.0,4.0,3.0,3+2,5175*1903*1450,201009.0,1,,15.58,2.0
71218,2020-08-26,15.8,"{""2020-09-10"": ""15.5""}",2020-09-16,2020-09-16,2020-09-10,80,609,12281,7.62,1,1,1.0,0,5,2014-08-01,2015-01-06,779416.0,3.0,2014.0,2.0,3.0,1,39.58,1.0,6,2,,95,2,,2.0,4.0,3.0,3+2,4931*1864*1468,201410.0,1,,15.5,21.0
66052,2020-08-12,11.0,{},2020-08-23,2020-08-23,2020-08-12,12,92,332,13.09,1,14,2.0,2,5,2013-12-01,2014-03-18,779415.0,2.0,2014.0,2.0,11.0,1,20.68,1.0,6,2,,16,2,2015-05-27,1.0,4.0,3.0,1+2,4930*1845*1470,201309.0,2,,11.0,11.0
64355,2020-11-14,6.28,{},2020-11-16,2020-11-16,2020-11-14,38,812,11305,1.29,6,17,2.0,1,5,2013-11-01,2014-05-12,,,2014.0,1.8,32.0,1,24.18,1.0,1,2,,82,1,2020-11-13,,,,1+2,4459*1793*1682,201311.0,2,,6.28,2.0
46516,2021-06-22,5.88,{},2021-06-30,2021-06-30,2021-06-22,23,154,8607,4.81,1,17,1.0,0,5,2016-02-01,2016-03-14,779419.0,2.0,2015.0,1.6,3.0,1,12.78,1.0,2,2,63.0,25,2,,1.0,4.0,3.0,1,4570*1775*1445,201410.0,1,,5.88,8.0
50121,2020-08-21,2.8,{},2020-09-25,2020-09-25,2020-08-21,5,5,9165,5.92,5,22,2.0,2,5,2012-08-01,2012-09-19,779416.0,2.0,2011.0,1.6,4.0,1,11.79,1.0,2,2,,5,2,2020-08-19,1.0,4.0,3.0,1,4515*1725*1445,201008.0,1,,2.8,35.0
58832,2020-05-28,2.98,{},2020-07-20,2020-07-20,2020-05-28,87,685,10457,5.03,1,71,1.0,0,7,2016-08-01,2016-09-08,779413.0,1.0,2016.0,1.5,6.0,1,6.78,,14,2,864.0,108,6,,1.0,5.0,2.0,1,4720*1790*1800,201606.0,1,,2.98,53.0
69345,2020-06-09,25.0,{},2020-06-15,2020-06-15,2020-06-09,20,127,11996,1.84,3,14,1.0,0,5,2018-09-01,2018-11-08,,,2019.0,1.5,19.0,1,35.08,1.0,6,2,307.0,21,2,,,,,1+2,4784*1810*1457,201810.0,2,,25.0,6.0
30739,2021-03-04,35.5,{},2021-03-05,2021-03-05,2021-03-04,2,161,6133,11.6,1,1,2.0,1,7,2012-03-01,2012-03-20,779415.0,2.0,2010.0,4.0,21.0,1,57.8,1.0,11,2,322.0,2,1,2013-01-23,1.0,5.0,2.0,1+2,4820*1885*1890,201006.0,1,,35.5,1.0
56920,2020-05-08,7.68,"{""2020-06-05"": ""6""}",2020-06-11,2020-06-11,2020-06-05,5,67,10218,6.74,4,67,2.0,2,5,2014-11-01,2015-01-27,779416.0,2.0,2014.0,2.0,3.0,1,17.89,1.0,6,2,,5,2,2020-03-06,1.0,4.0,3.0,1+2,4843*1856*1484,201309.0,2,2026-05-04,6.0,34.0
69096,2020-09-12,21.8,"{""2020-09-18"": ""21.6"", ""2020-09-21"": ""20.98""}",2020-11-15,2020-11-15,2020-09-21,11,15,844,10.94,1,3,2.0,0,5,2015-01-01,2016-01-28,779412.0,2.0,2014.0,2.0,2.0,1,40.98,1.0,8,2,,12,2,,2.0,4.0,3.0,"1+2,4+2",5015*1874*1455,201401.0,2,,20.98,64.0
28165,2020-10-25,3.98,{},2020-10-25,2020-10-25,2020-10-25,8,208,5761,12.31,5,17,2.0,0,5,2011-12-01,2012-03-12,779412.0,2.0,2011.0,1.6,6.0,1,11.88,1.0,2,2,,8,3,,1.0,5.0,2.0,1+2,4199*1786*1479,201009.0,1,,3.98,0.0
41847,2020-10-26,4.28,"{""2020-12-09"": ""3.98""}",2020-12-13,2020-12-13,2020-12-09,54,529,7909,10.45,1,17,2.0,1,5,2011-06-01,2011-08-29,779415.0,2.0,2011.0,1.8,5.0,1,14.38,1.0,2,2,411.0,31,2,2020-08-26,1.0,4.0,3.0,1,4570*1760*1490,201104.0,2,,3.98,48.0
23730,2020-09-09,6.56,{},2020-09-15,2020-09-15,2020-09-09,72,952,5049,5.61,1,17,1.0,0,5,2018-06-01,2018-07-11,,,2018.0,1.6,32.0,1,13.68,1.0,5,2,380.0,86,1,,,,,1+2,4696*1906*1709,201805.0,1,,6.56,6.0
8169,2020-08-08,10.8,{},2020-08-18,2020-08-18,2020-08-08,2,2,2489,4.33,1,19,1.0,4,5,2017-08-01,2017-08-17,779415.0,2.0,2017.0,1.8,25.0,2,15.78,1.0,2,2,231.0,2,2,2020-03-10,1.0,4.0,3.0,1+2,4630*1775*1485,201704.0,1,,10.8,10.0
50593,2020-10-09,5.68,{},2020-10-18,2020-10-18,2020-10-09,8,171,9269,7.74,1,17,1.0,0,5,2016-10-01,2016-11-21,779412.0,2.0,2016.0,1.6,9.0,1,11.38,1.0,2,2,195.0,10,2,,1.0,4.0,3.0,1,4475*1706*1469,201609.0,1,,5.68,9.0
6645,2020-10-31,8.2,"{""2020-11-01"": ""7.88""}",2020-11-11,2020-11-11,2020-11-01,9,111,135,1.44,1,14,1.0,0,5,2019-04-01,2019-06-19,,,2018.0,1.5,31.0,1,11.3,1.0,5,2,85.0,9,1,,,,,1+2,4681*1827*1710,201710.0,1,,7.88,11.0
17416,2020-04-10,17.88,{},2020-04-17,2020-04-17,2020-04-10,18,33,3958,6.44,1,14,1.0,0,5,2014-07-01,2014-10-28,779412.0,2.0,2015.0,2.0,13.0,1,35.88,1.0,6,2,34.0,23,2,,2.0,4.0,3.0,1+2,4734*1811*1453,201409.0,2,,17.88,7.0
10444,2021-06-29,10.8,{},2021-07-01,2021-07-01,2021-06-29,8,101,2823,11.18,2,17,1.0,0,5,2016-01-01,2016-04-01,779412.0,2.0,2016.0,1.8,16.0,1,22.28,1.0,6,2,,8,2,,2.0,4.0,3.0,1+2,4865*1820*1475,201602.0,2,2044-06-28,10.8,2.0
60730,2021-05-23,30.3,"{""2021-05-31"": ""29.8"", ""2021-06-11"": ""29.5"", ""2021-06-12"": ""30.1""}",2021-06-17,2021-06-17,2021-06-12,30,603,10743,1.46,2,1,4.0,0,5,2020-06-01,2020-10-27,,,2021.0,2.0,13.0,1,40.69,1.0,8,2,839.0,32,2,,,,,1+2,5090*1879*1450,202008.0,1,,30.1,25.0
42479,2020-04-07,11.3,"{""2020-04-25"": ""10.8"", ""2020-04-27"": ""10.3""}",2020-05-04,2020-05-04,2020-04-27,5,407,7998,1.77,1,1,1.0,1,6,2018-01-01,2018-04-17,,,2018.0,1.3,3.0,1,15.59,1.0,17,2,124.0,5,6,2018-11-15,,,,1,4692*1794*1626,201710.0,1,,10.3,27.0
397,2021-06-19,16.25,{},2021-06-23,2021-06-23,2021-06-19,12,92,196,2.09,1,3,4.0,0,5,2019-08-01,2019-09-19,779415.0,2.0,2018.0,1.5,11.0,1,18.98,1.0,6,2,,16,2,,2.0,4.0,,1+2,4893*1862*1449,201907.0,1,,16.25,4.0
26047,2020-11-20,12.2,"{""2020-11-21"": ""11.9799"", ""2020-11-30"": ""11.6"", ""2020-12-10"": ""11.5""}",2020-12-11,2020-12-11,2020-12-10,18,136,5395,7.15,1,1,1.0,0,5,2014-01-01,2014-03-05,779412.0,2.0,2013.0,2.0,3.0,1,32.3,1.0,5,2,122.0,23,1,,1.0,5.0,2.0,1+2,4477*1798*1577,201211.0,1,,11.5,21.0
56147,2020-07-10,7.5,{},2020-07-12,2020-07-12,2020-07-10,30,834,10120,11.31,6,1,2.0,0,5,2009-12-01,2010-01-12,779418.0,2.0,2009.0,2.5,3.0,1,46.38,1.0,8,2,813.0,113,2,,2.0,4.0,3.0,1+2,4991*1861*1490,,2,,7.5,2.0
12646,2021-01-02,7.3,{},2021-02-24,2021-02-24,2021-01-02,12,129,3228,3.38,1,1,2.0,0,5,2014-04-01,2014-07-09,779415.0,2.0,2013.0,1.8,22.0,1,13.48,1.0,2,2,,16,2,,1.0,4.0,3.0,1+2,4650*1750*1505,201306.0,2,,7.3,53.0
17095,2020-09-18,38.9,{},2020-10-15,2020-10-15,2020-09-18,20,118,3916,0.51,1,3,4.0,1,5,2019-12-01,2020-04-03,,,2020.0,2.0,19.0,1,39.28,1.0,3,2,126.0,21,1,2020-07-01,,,,1+2,4764*1898*1642,201908.0,2,,38.9,27.0
16143,2020-06-17,12.18,{},2020-07-05,2020-07-05,2020-06-17,3,133,167,1.28,1,17,1.0,0,5,2017-12-01,2018-02-26,,,2017.0,1.5,3.0,1,19.28,1.0,6,2,,3,2,,,,,1+2,4873*1852*1470,201712.0,1,,12.18,18.0
25115,2021-02-20,12.68,{},2021-03-03,2021-03-03,2021-02-20,2,363,5228,0.52,4,17,4.0,0,5,2019-12-01,2020-01-13,779415.0,2.0,2020.0,2.0,30.0,1,15.88,1.0,1,2,559.0,24,1,,1.0,5.0,,1+2,4405*1795*1565,201911.0,1,,12.68,11.0
195,2021-05-29,3.68,{},2021-06-27,2021-06-27,2021-05-29,17,147,189,2.26,1,3,1.0,0,5,2017-12-01,2018-10-17,779413.0,1.0,2018.0,1.5,6.0,1,6.99,1.0,2,2,111.0,19,2,,1.0,4.0,,1,4680*1765*1490,201803.0,2,,3.68,29.0
36558,2020-12-29,11.58,{},2021-01-22,2021-01-22,2020-12-29,12,71,86,2.35,1,3,4.0,1,5,2019-03-01,2019-04-16,779415.0,2.0,2016.0,1.5,11.0,1,13.99,1.0,2,2,57.0,13,2,2020-12-24,2.0,4.0,3.0,1+2,4649*1800*1416,201604.0,2,,11.58,24.0
50977,2020-07-05,13.28,"{""2020-07-07"": ""11.8""}",2020-07-10,2020-07-10,2020-07-07,7,166,9343,8.37,2,1,1.0,0,5,2015-03-01,2015-05-25,779415.0,2.0,2014.0,2.5,20.0,1,26.28,1.0,6,2,256.0,7,2,,1.0,4.0,3.0,1+2,5003*1830*1490,201311.0,1,,11.8,5.0
42168,2021-03-27,39.0,"{""2021-04-05"": ""38.5""}",2021-04-14,2021-04-14,2021-04-05,2,161,7952,4.24,1,1,1.0,0,5,2017-09-01,2017-10-19,779415.0,2.0,2016.0,2.7,3.0,1,38.98,1.0,11,2,350.0,2,1,,1.0,5.0,2.0,1+2,4780*1885*1845,201509.0,1,,38.5,18.0
61586,2021-06-16,4.0,{},2021-06-27,2021-06-27,2021-06-16,72,567,10855,4.41,6,14,1.0,0,6,2017-04-01,2017-07-24,779413.0,1.0,2017.0,1.5,11.0,1,10.68,1.0,1,2,444.0,86,1,,1.0,5.0,2.0,1,4315*1840*1650,201704.0,1,,4.0,11.0
69831,2021-03-14,1.28,{},2021-03-16,2021-03-16,2021-03-14,26,282,12065,12.5,2,14,3.0,1,5,2009-09-01,2009-09-22,779413.0,1.0,2009.0,1.8,21.0,1,15.08,1.0,2,2,164.0,22,2,2013-11-16,1.0,4.0,3.0,1,4624*1827*1480,,2,,1.28,2.0
1195,2021-05-23,13.98,{},2021-06-22,2021-06-22,2021-05-23,8,11,1051,9.22,2,3,1.0,0,5,2018-01-01,2018-03-01,779412.0,2.0,2017.0,1.8,7.0,1,22.29,1.0,6,2,,10,2,,2.0,4.0,3.0,1+2,4872*1834*1484,201702.0,1,,13.98,30.0
54082,2020-09-28,11.38,{},2020-10-10,2020-10-10,2020-09-28,20,176,9793,13.16,2,1,2.0,1,5,2010-04-01,2010-12-27,779412.0,3.0,2010.0,1.8,22.0,1,48.8,1.0,8,2,,48,2,2015-11-19,2.0,4.0,3.0,3+2,4872*1854*1470,200911.0,1,,11.38,12.0
53404,2020-09-19,22.0,{},2020-10-30,2020-10-30,2020-09-19,18,33,9691,3.26,5,4,1.0,0,5,2016-12-01,2017-01-06,779412.0,2.0,2017.0,2.0,13.0,1,32.59,1.0,6,2,153.0,23,2,,2.0,4.0,3.0,1+2,4753*1811*1455,201609.0,1,2064-09-19,22.0,41.0
22041,2020-07-08,4.5,{},2020-07-12,2020-07-12,2020-07-08,12,71,4796,10.41,5,1,2.0,1,5,2010-05-01,2010-06-23,779415.0,2.0,2009.0,1.8,22.0,1,17.68,1.0,2,2,169.0,13,2,2015-06-01,1.0,4.0,3.0,1,4520*1755*1450,200901.0,2,,4.5,4.0
28827,2020-12-09,40.5,"{""2020-12-28"": ""37.5""}",2021-01-15,2021-01-15,2020-12-28,20,179,5874,12.9,2,7,2.0,1,5,2011-01-01,2011-11-29,779412.0,3.0,2010.0,5.5,21.0,1,259.8,1.0,16,2,795.0,48,2,2020-10-20,5.0,4.0,3.0,3+2,5230*1871*1485,201002.0,1,,37.5,37.0
45725,2020-11-28,4.5,"{""2020-12-02"": ""4.3"", ""2020-12-05"": ""4.15""}",2020-12-06,2020-12-06,2020-12-05,8,8,8516,7.3,1,1,1.0,0,5,2015-12-01,2016-03-18,779412.0,2.0,2015.0,1.4,6.0,1,8.99,1.0,2,2,,8,2,,1.0,4.0,3.0,1,4487*1706*1470,201507.0,1,,4.15,8.0
22971,2020-05-24,4.88,{},2020-05-28,2020-05-28,2020-05-24,32,940,4932,5.04,1,14,1.0,0,5,2015-04-01,2015-06-05,779415.0,2.0,2015.0,1.6,3.0,1,10.29,1.0,2,2,147.0,34,2,,1.0,4.0,3.0,1,4545*1730*1475,201412.0,2,,4.88,4.0
47119,2020-12-03,2.85,{},2020-12-05,2020-12-05,2020-12-03,8,14,191,10.71,2,1,2.0,0,5,2009-06-01,2009-07-20,779412.0,2.0,2009.0,1.6,3.0,1,14.78,1.0,2,2,,8,2,,1.0,4.0,3.0,1+2,4544*1760*1461,200811.0,2,,2.85,2.0
34007,2021-07-18,10.5,{},2021-07-25,2021-07-25,2021-07-18,7,113,6698,7.92,5,1,1.0,0,5,2020-06-01,2020-08-14,,,2020.0,1.6,11.0,1,12.99,1.0,2,2,89.0,7,2,2019-09-19,,,,1+2,4641*1815*1450,202007.0,2,,10.5,7.0
26390,2021-07-04,4.38,"{""2021-07-08"": ""4.28""}",2021-07-29,2021-07-29,2021-07-08,13,66,5438,13.59,5,5,2.0,1,5,2012-01-01,2012-06-29,779416.0,2.0,2012.0,2.4,3.0,1,19.99,1.0,6,2,194.0,14,2,2020-04-30,1.0,4.0,3.0,1+2,4869*1854*1472,201202.0,1,,4.28,25.0
44755,2020-03-28,45.0,{},2020-04-27,2020-04-27,2020-03-28,44,181,8339,2.98,5,1,4.0,0,5,2019-05-01,2019-09-02,,,2018.0,2.0,13.0,1,45.99,1.0,3,2,,55,1,,,,,1+2,4882*1894*1838,201807.0,2,,45.0,30.0
72274,2021-02-23,8.5,"{""2021-03-16"": ""8.3""}",2021-03-21,2021-03-21,2021-03-16,7,86,12447,4.53,4,1,1.0,0,5,2017-02-01,2017-02-27,779415.0,2.0,2016.0,1.6,11.0,1,13.49,1.0,2,2,89.0,7,3,,1.0,5.0,2.0,1,4393*1766*1524,201605.0,1,,8.3,26.0
46115,2020-07-18,3.88,"{""2020-07-19"": ""2.88""}",2020-08-03,2020-08-03,2020-07-19,8,8,8,6.19,1,28,2.0,1,5,2012-10-01,2013-01-10,779412.0,2.0,2010.0,1.6,6.0,1,7.58,1.0,2,2,,8,2,2019-09-19,1.0,4.0,3.0,,4415*1674*1415,201003.0,1,,2.88,16.0
20881,2021-02-25,13.5,{},2021-03-14,2021-03-14,2021-02-25,8,262,4576,1.97,1,1,1.0,0,5,2018-07-01,2019-01-09,779412.0,2.0,2019.0,1.4,16.0,1,19.69,1.0,2,2,119.0,10,2,,2.0,5.0,,1+2,4615*1826*1425,201808.0,1,,13.5,17.0
55767,2021-05-23,9.0,"{""2021-05-24"": ""8.88""}",2021-06-07,2021-06-07,2021-05-24,5,90,407,13.37,2,19,1.0,0,5,2015-01-01,2015-03-19,779416.0,2.0,2013.0,2.4,3.0,1,23.59,1.0,6,3,194.0,5,2,,1.0,4.0,3.0,1+2,5005*1858*1500,201306.0,1,,8.88,15.0
64916,2021-03-23,2.88,{},2021-04-01,2021-04-01,2021-03-23,8,14,11393,15.91,2,7,2.0,3,5,2008-09-01,2009-01-19,779412.0,2.0,2009.0,1.8,3.0,1,18.48,1.0,2,2,,8,2,2021-02-03,2.0,4.0,3.0,1+2,4544*1760*1461,200908.0,1,,2.88,9.0
89,2021-04-12,5.95,{},2021-04-13,2021-04-13,2021-04-12,26,72,87,3.42,1,1,1.0,0,5,2018-07-01,2019-11-05,779413.0,1.0,2018.0,1.5,12.0,1,12.88,1.0,5,2,,22,1,,2.0,5.0,2.0,1+2,4545*1855*1719,201710.0,2,2021-04-12,5.95,1.0
71501,2021-05-12,8.9,{},2021-05-13,2021-05-13,2021-05-12,5,73,12338,10.34,6,1,1.0,0,5,2015-06-01,2015-09-01,779416.0,2.0,2015.0,1.5,16.0,1,24.99,1.0,3,2,58.0,5,1,,2.0,5.0,2.0,1+2,4667*1839*1694,201504.0,2,,8.9,1.0
59728,2020-11-03,24.0,{},2020-11-03,2020-11-03,2020-11-03,12,224,1267,1.31,1,1,1.0,0,7,2019-05-01,2019-12-18,779415.0,2.0,2016.0,2.4,11.0,1,29.28,1.0,12,2,330.0,13,6,,1.0,5.0,2.0,1+2,4940*1845*1710,201601.0,1,,24.0,0.0
68819,2020-04-28,2.65,{},2020-10-14,2020-10-14,2020-04-28,8,135,11933,12.25,3,7,2.0,0,5,2010-02-01,2010-03-25,779412.0,2.0,2009.0,1.4,6.0,1,9.08,1.0,4,2,,10,3,,1.0,5.0,2.0,1+2,3916*1650*1465,200908.0,1,,2.65,169.0
68663,2020-08-11,11.68,{},2020-08-14,2020-08-14,2020-08-11,8,101,11913,6.66,2,7,2.0,0,5,2015-07-01,2015-09-24,779412.0,2.0,2015.0,1.8,31.0,1,21.98,1.0,6,2,,8,2,,2.0,4.0,3.0,1+2,4865*1820*1475,201409.0,2,,11.68,3.0
34771,2020-08-12,19.5,"{""2020-08-13"": ""19""}",2020-08-14,2020-08-14,2020-08-13,18,175,381,10.57,2,19,2.0,0,5,2013-02-01,2013-04-02,779412.0,2.0,2013.0,2.0,13.0,1,49.46,1.0,8,2,34.0,23,2,,2.0,4.0,3.0,3+2,5039*1860*1492,201208.0,2,,19.0,2.0
16208,2020-09-29,8.0,{},2020-10-04,2020-10-04,2020-09-29,11,63,631,15.82,5,19,2.0,0,5,2010-03-01,2010-05-27,779412.0,2.0,2010.0,2.0,2.0,1,30.98,1.0,6,2,,12,2,,2.0,4.0,3.0,1+2,4763*1826*1426,200908.0,1,,8.0,5.0
67420,2021-03-29,8.5,{},2021-04-07,2021-04-07,2021-03-29,23,56,611,5.15,1,1,1.0,0,5,2016-04-01,2016-06-15,779419.0,2.0,2016.0,1.8,3.0,1,15.98,1.0,6,2,,25,2,,1.0,4.0,3.0,1+2,4710*1820*1470,201601.0,1,,8.5,9.0
17685,2021-03-04,69.0,{},2021-03-11,2021-03-11,2021-03-04,11,861,4017,1.23,8,10,1.0,0,4,2019-05-01,2020-02-24,779412.0,3.0,2019.0,3.0,7.0,1,85.98,1.0,8,2,399.0,39,4,,2.0,5.0,,"1+2,4+2",4976*1908*1414,201812.0,2,,69.0,7.0
55113,2020-07-05,14.8,{},2020-07-12,2020-07-12,2020-07-05,66,312,9953,8.45,1,1,1.0,0,5,2016-04-01,2016-05-27,779416.0,2.0,2016.0,2.0,13.0,1,31.88,1.0,6,2,,75,2,,2.0,4.0,3.0,1+2,4730*1824*1426,201511.0,2,,14.8,7.0
18272,2020-11-11,8.18,{},2020-11-12,2020-11-12,2020-11-11,3,133,1298,7.2,1,14,2.0,1,5,2014-06-01,2014-07-16,779416.0,2.0,2013.0,1.5,3.0,1,18.98,1.0,6,2,,3,2,2018-08-15,2.0,4.0,3.0,1+2,4860*1854*1480,201308.0,1,,8.18,1.0
63208,2021-04-18,42.88,{},2021-04-30,2021-04-30,2021-04-18,20,95,11120,1.21,2,1,1.0,0,5,2019-01-01,2019-03-22,779412.0,2.0,2019.0,2.0,19.0,1,46.58,1.0,8,2,91.0,21,2,,,,,3+2,5065*1860*1476,201809.0,1,,42.88,12.0
10459,2021-01-12,12.38,{},2021-03-08,2021-03-08,2021-01-12,11,186,2824,6.61,1,4,2.0,1,5,2015-02-01,2016-03-01,779412.0,2.0,2015.0,1.4,31.0,1,23.39,1.0,2,2,,12,2,2020-12-14,2.0,4.0,3.0,1+2,4462*1796*1421,201505.0,1,2034-01-12,12.38,55.0
23573,2020-08-16,13.0,"{""2020-09-02"": ""12.9799""}",2020-09-09,2020-09-09,2020-09-02,8,11,5035,4.71,2,1,1.0,1,5,2015-07-01,2015-09-29,779412.0,2.0,2015.0,2.0,32.0,1,28.48,1.0,6,2,,10,2,2020-06-28,2.0,4.0,3.0,1+2,4870*1834*1472,201508.0,2,,12.9799,24.0
51519,2020-09-20,16.6,"{""2020-10-11"": ""16.3"", ""2020-10-27"": ""15.8""}",2020-11-16,2020-11-16,2020-10-27,11,63,71,11.48,6,1,2.0,1,5,2014-06-01,2014-09-15,779412.0,2.0,2015.0,2.0,31.0,1,35.3,1.0,6,2,,12,2,2019-12-12,2.0,4.0,3.0,1+2,4761*1826*1439,201406.0,1,2021-09-19,15.8,57.0
47895,2020-12-05,23.58,{},2020-12-09,2020-12-09,2020-12-05,17,592,8848,0.34,4,14,4.0,0,7,2020-09-01,2020-09-16,,,2021.0,2.0,32.0,2,26.68,1.0,3,2,515.0,19,1,,,,,1+2,4870*1950*1725,202008.0,1,,23.58,4.0
